productividad,edad,sexo,hijos,años_empresa,satisfaccion_equipo,horas_formacion_mes,distancia_oficina_km,departamento,estres_reportado,bono_anual,jornada_continua
25,41,Hombre,Sí,22,9,1.0,8.1,Marketing,6,4.3,No
22,43,Hombre,No,24,3,1.2,10.6,RRHH,8,5.9,No
22,49,Mujer,Sí,16,6,2.9,13.9,Ventas,5,4.3,No
25,61,Hombre,No,6,10,2.6,2.6,Ventas,10,5.2,No
22,28,Hombre,No,25,5,7.4,4.2,IT,7,1.2,No
21,22,Hombre,No,3,4,13.6,7.8,Ventas,3,5.2,No
27,53,Hombre,No,22,10,11.5,6.0,Marketing,9,6.0,No
15,34,Hombre,Sí,12,2,2.4,27.0,IT,10,3.9,No
27,51,Mujer,No,11,8,2.3,0.1,RRHH,3,7.1,Sí
36,44,Hombre,Sí,0,10,27.0,2.2,RRHH,6,5.0,Sí
24,40,Hombre,Sí,20,7,0.1,1.6,IT,3,4.4,No
30,53,Mujer,No,18,2,16.9,1.5,Ventas,1,4.3,No
22,51,Mujer,Sí,20,6,1.8,1.3,Marketing,1,2.9,Sí
37,50,Hombre,No,19,8,23.5,6.2,Operaciones,3,7.5,No
27,50,Mujer,Sí,17,7,3.4,0.4,Marketing,4,1.3,No
19,51,Hombre,No,10,1,4.6,6.8,Ventas,2,3.1,No
23,37,Mujer,Sí,19,5,9.8,5.9,Ventas,9,4.0,No
24,61,Mujer,Sí,2,2,7.1,1.4,IT,8,4.0,No
29,40,Hombre,No,28,6,3.1,1.5,Ventas,3,1.7,No
30,39,Mujer,No,16,7,6.5,5.0,RRHH,7,1.5,No
27,22,Hombre,No,11,7,10.5,7.2,RRHH,4,0.8,No
24,35,Mujer,Sí,9,3,0.3,10.5,IT,5,0.4,No
27,23,Hombre,Sí,7,7,0.1,9.6,IT,4,2.1,No
20,49,Mujer,No,14,5,4.9,16.7,Ventas,9,2.8,No
27,51,Mujer,No,4,8,1.1,4.4,Operaciones,7,1.9,No
28,59,Mujer,Sí,3,8,8.7,12.0,IT,4,3.9,No
19,25,Hombre,No,25,7,1.9,8.3,Marketing,8,5.5,No
23,22,Mujer,No,27,6,4.5,11.3,IT,2,4.9,No
22,29,Mujer,No,20,2,1.8,0.1,Marketing,7,6.0,No
28,50,Mujer,No,19,6,6.4,16.9,IT,1,3.0,No
28,60,Mujer,No,18,9,1.0,3.2,IT,8,1.1,No
16,24,Mujer,Sí,20,2,0.2,8.0,Marketing,6,0.4,No
15,53,Hombre,Sí,3,1,0.4,0.7,IT,5,9.4,No
25,31,Hombre,No,14,5,24.7,2.5,IT,9,1.1,No
22,31,Mujer,No,16,6,1.2,1.6,Ventas,9,7.8,Sí
28,40,Hombre,No,11,3,9.9,1.7,IT,3,1.8,Sí
17,55,No binario,Sí,2,8,0.6,0.7,IT,9,2.5,No
29,54,Mujer,No,9,7,0.9,8.2,Marketing,9,2.6,Sí
27,44,Mujer,No,14,2,5.7,0.0,Operaciones,2,5.7,No
28,49,Hombre,Sí,9,7,5.0,1.9,Ventas,5,0.8,Sí
31,53,Mujer,Sí,23,1,24.2,1.0,Ventas,2,12.8,No
32,28,Mujer,No,22,9,23.2,4.4,Ventas,1,1.2,No
24,50,Mujer,No,17,7,12.1,1.5,IT,7,4.8,No
27,29,Mujer,Sí,0,6,7.4,1.5,IT,4,1.7,No
25,22,Hombre,No,2,2,4.9,3.4,Marketing,5,2.9,No
21,24,Mujer,No,20,3,3.5,5.3,Ventas,4,1.4,Sí
25,45,Mujer,No,25,1,23.5,0.6,IT,6,1.7,No
31,44,Hombre,Sí,30,10,7.4,1.0,Operaciones,2,7.2,Sí
24,29,Hombre,No,26,5,6.9,1.4,Operaciones,8,6.0,Sí
29,58,Mujer,Sí,11,9,2.1,18.2,Operaciones,4,1.0,Sí
29,24,Mujer,No,0,6,0.4,2.5,RRHH,8,2.3,Sí
30,54,No binario,Sí,2,5,23.2,4.6,Operaciones,3,4.1,No
19,49,Mujer,No,2,3,3.0,1.4,Ventas,5,2.5,No
24,29,Hombre,Sí,4,5,4.7,3.4,Ventas,3,2.6,No
23,55,Hombre,No,18,8,1.0,0.4,Ventas,7,4.4,No
33,56,Hombre,No,28,2,14.5,0.2,Marketing,3,3.3,Sí
20,53,Hombre,Sí,24,5,0.2,3.2,Operaciones,8,3.3,No
24,45,Hombre,No,0,6,14.4,2.5,Ventas,9,1.4,No
30,35,Hombre,Sí,3,10,1.2,0.7,Marketing,2,2.7,No
38,53,Hombre,Sí,28,8,17.4,5.8,Marketing,3,3.4,Sí
38,64,Mujer,No,28,8,10.5,24.7,Operaciones,7,3.4,No
20,37,Hombre,Sí,25,5,1.4,2.5,Marketing,5,6.4,Sí
24,25,Mujer,No,25,9,6.7,4.9,Operaciones,10,3.4,No
20,58,Mujer,No,3,4,3.0,16.5,IT,7,6.5,No
28,42,Hombre,No,16,9,1.6,8.9,IT,2,4.7,No
30,35,Hombre,Sí,13,7,15.7,3.1,IT,4,0.8,Sí
26,52,Hombre,No,17,6,4.1,6.7,IT,1,2.5,Sí
29,39,Hombre,No,26,4,4.1,0.7,Ventas,5,10.2,Sí
16,28,Mujer,Sí,0,2,1.5,3.6,Marketing,8,5.4,Sí
28,31,Hombre,No,21,8,3.9,1.6,RRHH,1,3.8,Sí
30,28,Hombre,Sí,15,6,16.4,0.9,Marketing,7,4.7,No
21,54,Hombre,No,2,3,3.6,2.8,IT,7,0.9,No
30,44,No binario,Sí,22,7,24.2,0.7,IT,7,1.1,Sí
35,42,Mujer,No,20,10,23.4,6.0,IT,1,1.0,No
28,40,Mujer,No,8,7,1.3,3.0,Ventas,3,4.4,No
24,40,Hombre,Sí,22,6,1.6,3.8,IT,2,10.2,No
23,57,Mujer,Sí,3,2,15.9,0.8,Ventas,5,5.0,No
32,50,Mujer,No,20,8,4.0,0.8,Ventas,2,2.8,Sí
22,39,Mujer,No,4,1,0.0,4.4,RRHH,5,3.8,No
18,23,No binario,Sí,10,1,2.6,21.0,Ventas,5,1.0,No
18,22,Hombre,Sí,30,6,7.3,0.5,Operaciones,4,4.9,No
21,26,Mujer,No,20,5,12.8,1.7,IT,7,1.0,No
28,41,Mujer,No,25,9,1.1,10.2,Operaciones,10,0.7,No
24,32,Hombre,No,8,7,0.9,0.4,Ventas,6,1.2,No
29,63,Hombre,No,25,2,20.4,10.4,IT,2,3.9,Sí
26,23,No binario,Sí,2,7,11.1,3.7,IT,4,3.9,No
25,24,Hombre,No,5,3,7.1,2.6,RRHH,7,4.9,No
22,44,Mujer,No,23,1,11.7,1.9,IT,9,0.9,No
21,33,No binario,Sí,10,8,4.5,1.8,IT,9,4.6,Sí
23,41,Mujer,No,8,3,11.4,1.8,Operaciones,3,12.0,No
30,26,Hombre,No,28,8,3.7,10.8,IT,1,2.8,Sí
21,58,Mujer,Sí,14,7,2.2,6.4,Ventas,9,3.2,No
29,59,Hombre,No,22,2,10.4,5.5,IT,8,1.8,No
26,51,Mujer,Sí,27,1,4.4,8.0,Marketing,7,7.5,No
37,30,Hombre,No,2,7,30.0,1.5,IT,6,4.8,No
18,55,Mujer,No,0,1,3.4,4.8,IT,10,3.8,No
32,65,Mujer,Sí,19,6,20.4,3.1,Ventas,7,4.0,No
33,56,Mujer,Sí,28,10,21.6,7.6,IT,9,5.4,No
27,43,Mujer,No,21,10,2.2,1.8,RRHH,6,4.3,No
25,65,Mujer,No,18,8,12.8,5.2,IT,10,1.5,No
27,45,Mujer,No,13,7,4.5,10.7,IT,3,2.7,No
26,38,Hombre,No,16,4,20.0,2.6,Ventas,3,5.9,No
20,31,Mujer,No,21,1,4.8,0.3,Ventas,4,1.8,No
18,51,Hombre,No,13,1,10.9,3.6,Ventas,10,1.4,No
21,44,Mujer,No,16,4,5.0,2.1,IT,10,2.6,Sí
18,53,Hombre,Sí,24,5,2.1,5.6,IT,8,0.8,Sí
20,38,Hombre,No,26,7,1.8,15.1,Operaciones,10,7.9,No
20,38,Mujer,No,13,4,4.4,3.3,Ventas,9,4.7,No
28,35,Hombre,No,11,10,11.3,3.1,IT,8,0.8,No
22,30,Hombre,No,15,1,7.4,5.3,IT,10,7.6,No
30,61,Mujer,No,0,10,9.3,0.5,IT,2,4.8,Sí
29,23,Mujer,No,12,7,2.7,1.5,Operaciones,4,2.5,Sí
26,46,Mujer,Sí,5,2,5.3,12.6,Ventas,4,2.4,Sí
25,60,Hombre,Sí,16,2,0.4,5.5,Ventas,2,7.2,No
27,30,Mujer,No,11,8,13.6,0.1,Marketing,8,4.2,Sí
34,43,Hombre,Sí,22,10,30.0,1.1,IT,3,3.4,No
30,64,Mujer,Sí,18,10,4.2,5.7,Ventas,2,4.0,No
23,25,Mujer,Sí,5,10,0.1,7.2,IT,7,3.3,No
26,47,Mujer,No,6,5,1.5,9.2,IT,1,3.4,Sí
25,50,Hombre,No,0,10,8.5,1.7,Marketing,6,4.0,No
19,55,Hombre,No,0,2,7.6,13.4,Ventas,3,3.7,No
29,44,Hombre,No,28,5,12.4,4.0,IT,3,1.0,No
28,58,Hombre,Sí,4,8,2.3,6.0,IT,5,6.3,No
28,32,Hombre,No,5,6,11.5,4.5,IT,3,7.9,No
22,27,Mujer,No,30,3,9.3,0.7,Operaciones,4,3.5,No
29,39,Hombre,No,15,8,3.1,16.5,Ventas,3,7.0,Sí
27,42,Mujer,Sí,30,9,6.3,0.7,Operaciones,7,5.3,No
30,63,Hombre,Sí,24,5,1.3,1.5,IT,3,3.2,No
18,57,Mujer,Sí,15,2,4.8,8.4,RRHH,10,3.2,No
19,62,Mujer,No,13,2,17.0,4.8,IT,4,7.5,Sí
23,59,Hombre,No,0,7,4.4,9.1,IT,2,4.7,No
27,55,Hombre,No,12,1,14.6,3.6,Operaciones,2,8.0,Sí
27,38,Mujer,No,19,10,7.1,2.4,Operaciones,9,0.9,No
23,58,Hombre,No,9,2,1.7,12.7,Ventas,1,2.6,Sí
31,46,Mujer,No,23,10,7.0,0.2,Ventas,1,1.1,No
20,59,Mujer,Sí,9,4,5.6,9.7,IT,10,5.6,No
27,33,Mujer,Sí,8,1,4.1,1.3,Operaciones,1,0.6,No
23,44,Hombre,No,30,4,1.0,9.4,IT,3,2.3,No
36,63,Mujer,Sí,12,10,4.3,0.7,Marketing,2,6.9,Sí
27,43,Mujer,No,2,5,0.6,4.3,Marketing,3,5.5,Sí
25,42,Mujer,No,26,9,0.8,11.0,RRHH,5,9.0,No
22,48,Hombre,No,17,1,4.3,3.2,IT,9,2.4,No
20,52,Mujer,No,19,5,2.9,6.9,IT,2,2.8,No
29,27,Mujer,No,1,2,20.8,8.2,Operaciones,1,2.8,No
29,48,Mujer,No,16,9,3.8,6.7,Marketing,6,2.2,No
32,61,Hombre,Sí,27,6,11.3,13.0,Marketing,3,4.4,No
23,55,Mujer,Sí,18,2,6.0,3.0,IT,7,0.6,No
24,33,Hombre,Sí,22,3,9.7,1.0,Marketing,6,7.9,No
25,28,Mujer,No,12,8,2.4,0.2,IT,7,6.4,No
27,31,Mujer,Sí,12,1,22.8,1.4,Ventas,5,0.8,No
23,38,Mujer,Sí,0,3,6.0,0.8,Marketing,1,1.0,No
34,47,Mujer,Sí,1,10,14.2,4.1,IT,3,4.4,No
21,42,Hombre,No,0,1,3.6,1.0,Marketing,3,3.3,No
29,49,No binario,No,23,8,0.8,0.2,IT,7,12.8,No
24,23,Hombre,No,4,1,9.0,0.2,IT,3,5.7,No
26,64,Mujer,No,23,5,0.1,8.9,IT,5,1.3,No
29,22,Mujer,No,2,4,5.2,4.5,IT,4,0.2,Sí
33,57,Mujer,No,28,7,1.7,2.2,IT,4,3.8,Sí
26,47,Hombre,No,27,5,7.9,11.2,Marketing,7,4.4,No
36,50,Mujer,No,6,8,30.0,0.4,RRHH,1,3.3,No
15,42,Mujer,Sí,23,1,5.0,19.6,IT,7,2.5,No
23,32,Hombre,No,30,5,13.6,4.8,IT,8,4.9,Sí
22,61,Mujer,Sí,21,4,5.7,1.0,Marketing,3,1.1,No
24,32,Hombre,No,12,3,5.5,5.7,Marketing,3,2.2,Sí
31,57,Hombre,No,28,5,21.3,7.2,Marketing,4,1.9,No
31,60,Hombre,Sí,22,10,17.7,2.8,Marketing,6,3.9,No
24,61,Hombre,Sí,29,3,12.3,9.9,IT,7,2.1,No
32,56,Mujer,No,27,8,2.8,0.8,IT,1,4.6,No
21,55,Hombre,Sí,17,3,6.3,1.6,IT,4,3.3,Sí
19,45,Hombre,No,23,1,2.0,0.5,Ventas,7,10.1,Sí
31,43,Hombre,No,20,9,4.7,1.2,Marketing,2,1.7,Sí
34,26,Mujer,No,6,9,5.3,1.4,Ventas,1,6.2,Sí
27,54,Mujer,No,0,6,14.3,12.5,Operaciones,1,0.4,Sí
31,57,Hombre,No,4,10,18.1,0.4,RRHH,10,7.6,No
15,41,Hombre,No,16,1,4.3,2.8,Operaciones,6,1.7,No
25,40,Mujer,No,27,8,0.1,3.8,Operaciones,5,7.6,No
32,56,Hombre,No,28,2,15.8,11.4,IT,1,5.1,Sí
20,64,Mujer,No,7,9,1.5,30.4,RRHH,10,6.6,No
25,38,Hombre,No,14,8,7.8,7.0,Ventas,3,2.4,No
23,64,Mujer,Sí,19,3,0.2,17.7,Ventas,7,4.1,Sí
21,55,Hombre,No,3,5,4.1,7.7,RRHH,9,0.6,No
32,30,Mujer,No,1,9,30.0,16.5,Ventas,9,1.6,No
18,47,Hombre,Sí,4,1,0.8,6.1,Operaciones,6,1.2,No
27,23,No binario,Sí,0,9,4.4,0.4,Marketing,3,8.5,No
26,30,Hombre,No,24,4,2.9,2.6,RRHH,1,6.0,No
30,30,Mujer,Sí,4,4,18.8,5.2,Ventas,3,14.6,No
22,61,Hombre,Sí,5,4,16.3,2.2,Marketing,10,3.4,No
36,38,Hombre,No,1,10,2.2,1.6,Ventas,2,8.6,Sí
25,22,Mujer,No,25,9,0.7,4.3,RRHH,5,3.5,No
28,46,Hombre,Sí,25,6,7.9,13.6,Ventas,8,0.8,No
27,64,Mujer,No,0,8,3.3,0.2,Marketing,5,1.9,No
24,61,Mujer,No,3,4,8.9,7.3,Ventas,1,6.7,No
18,63,Mujer,No,6,3,0.3,6.4,Ventas,3,4.0,No
17,46,Hombre,Sí,21,1,1.1,16.6,IT,5,10.5,Sí
33,60,Mujer,No,25,10,9.3,13.3,Ventas,7,3.8,No
21,56,Hombre,No,0,7,1.9,7.2,Marketing,5,1.6,No
34,24,Mujer,No,0,4,15.6,3.7,Ventas,10,4.8,No
22,58,Mujer,No,7,8,0.5,1.1,IT,5,2.1,No
21,65,Mujer,No,19,3,1.9,3.9,IT,7,2.4,Sí
30,65,Mujer,Sí,15,1,30.0,7.2,IT,8,8.5,Sí
26,51,Mujer,No,20,5,4.5,11.3,IT,8,1.2,No
26,59,Hombre,Sí,12,2,9.7,7.8,RRHH,7,2.7,No
25,55,Mujer,No,22,3,1.6,1.1,Ventas,3,3.4,Sí
29,33,Hombre,No,23,6,7.5,4.6,Ventas,2,1.2,No
27,40,Mujer,Sí,30,3,10.4,2.0,IT,1,3.0,Sí
27,58,Mujer,No,25,3,3.0,0.0,IT,6,4.4,Sí
27,65,Mujer,Sí,22,6,14.1,1.1,IT,9,2.7,No
30,38,Hombre,Sí,17,5,7.4,0.6,IT,3,7.1,No
32,31,Mujer,No,29,10,3.9,9.2,RRHH,5,3.5,No
22,33,Hombre,Sí,30,9,6.5,1.5,Ventas,9,11.9,Sí
24,37,Hombre,No,19,1,6.9,1.7,IT,9,9.1,Sí
18,45,Hombre,Sí,9,3,1.4,16.1,IT,7,3.3,No
26,40,Hombre,No,11,3,4.1,2.4,Marketing,4,3.2,No
31,29,Hombre,No,0,6,3.4,0.0,Operaciones,2,5.7,No
27,52,Mujer,No,9,8,4.1,1.7,IT,2,0.2,Sí
22,42,Hombre,No,8,3,11.5,0.6,Operaciones,4,1.8,No
25,38,Hombre,No,2,3,5.3,0.5,IT,1,1.8,Sí
34,44,Mujer,Sí,27,6,22.5,0.4,Ventas,4,10.8,No
29,58,Hombre,Sí,18,8,2.8,4.5,Ventas,6,2.0,Sí
23,37,Mujer,No,25,6,4.3,1.0,IT,6,2.0,No
30,27,Mujer,Sí,8,10,12.4,2.2,IT,7,1.8,No
22,29,Mujer,No,9,3,6.3,9.9,Ventas,5,2.0,No
22,46,Mujer,Sí,18,4,6.3,2.8,IT,9,1.5,No
24,39,Mujer,No,15,1,0.4,12.4,IT,2,3.0,Sí
30,46,Mujer,No,23,8,4.1,3.4,Ventas,2,7.2,No
28,33,Hombre,Sí,17,4,2.5,2.5,IT,4,3.0,Sí
30,36,Mujer,No,13,6,30.0,6.9,Operaciones,4,1.9,No
26,47,Hombre,Sí,28,3,2.9,0.4,IT,4,3.5,No
26,62,Mujer,No,2,6,17.3,0.5,Marketing,1,6.1,No
28,47,Hombre,Sí,1,9,9.0,5.3,Marketing,4,4.0,Sí
25,53,Mujer,No,0,9,3.3,3.3,IT,5,3.2,No
25,31,Hombre,No,17,10,6.3,7.8,Ventas,9,2.2,No
22,37,Mujer,Sí,23,3,14.7,12.4,IT,3,1.9,No
27,28,Hombre,Sí,8,3,17.2,2.5,IT,3,6.5,Sí
23,38,Mujer,No,12,4,1.4,4.5,IT,5,8.4,No
23,44,Mujer,Sí,1,7,3.3,3.5,Ventas,10,15.0,Sí
25,47,Hombre,No,6,3,3.3,20.0,Ventas,6,2.1,No
28,42,Mujer,No,15,10,0.3,8.9,Operaciones,3,2.6,No
30,43,Mujer,Sí,30,8,7.3,12.1,IT,1,3.1,No
26,28,Mujer,No,20,8,15.4,1.5,Marketing,10,1.4,No
23,35,Hombre,No,18,6,3.8,7.4,IT,8,3.2,No
29,36,Hombre,No,24,4,10.8,1.5,Operaciones,1,0.8,Sí
25,28,Hombre,No,14,5,7.9,1.2,IT,2,3.8,No
18,30,Hombre,Sí,21,2,3.8,14.4,IT,3,8.4,No
22,29,Mujer,Sí,10,6,1.2,0.1,Operaciones,6,3.7,No
25,44,Hombre,No,0,3,9.9,16.8,Marketing,4,1.8,No
30,50,Mujer,No,20,6,15.4,0.8,Ventas,4,2.2,No
21,39,Hombre,Sí,6,5,9.3,8.6,Ventas,9,1.3,No
21,52,Mujer,No,19,2,0.1,1.6,RRHH,6,3.4,No
28,51,Mujer,No,7,5,1.9,2.2,RRHH,2,1.4,Sí
21,60,Mujer,Sí,9,5,0.6,1.2,IT,7,1.4,No
27,56,Hombre,No,4,9,6.8,4.4,IT,3,1.5,Sí
26,39,Hombre,Sí,8,8,11.3,2.1,Marketing,9,3.6,No
31,63,Hombre,No,24,7,0.9,5.4,IT,6,2.6,No
23,60,Hombre,Sí,24,3,14.6,0.1,Marketing,8,8.4,No
35,38,Hombre,No,0,10,6.5,0.3,Ventas,1,1.1,Sí
21,35,Hombre,Sí,1,4,9.4,0.5,Operaciones,2,8.9,No
31,52,Hombre,No,18,6,28.4,2.7,RRHH,6,8.2,No
23,45,Mujer,No,13,3,0.7,8.4,Marketing,3,3.0,Sí
37,56,Hombre,Sí,19,9,18.5,11.0,IT,1,2.0,No
30,65,Mujer,No,9,8,1.1,1.4,Ventas,6,2.3,Sí
29,55,Hombre,No,8,6,4.0,4.3,IT,5,1.3,Sí
26,24,Mujer,Sí,9,4,15.3,7.3,Marketing,9,3.3,Sí
35,58,Mujer,No,28,7,18.9,1.7,Marketing,6,4.3,No
17,64,Mujer,Sí,5,3,5.6,2.6,IT,5,5.3,No
35,61,Mujer,No,16,10,7.2,3.7,Marketing,1,4.6,Sí
29,47,Hombre,No,27,8,9.9,0.7,RRHH,1,3.7,No
25,44,Mujer,No,24,1,14.3,0.1,Ventas,1,3.7,No
19,65,Hombre,Sí,5,3,1.0,0.8,IT,7,1.0,No
21,60,Hombre,No,3,5,13.3,4.9,RRHH,6,4.0,No
27,36,Mujer,No,29,5,5.3,0.4,IT,5,7.4,No
27,25,Mujer,No,19,10,4.8,1.1,Marketing,4,12.9,No
16,50,Hombre,No,2,2,4.4,2.1,IT,8,2.3,No
31,43,Mujer,No,22,10,5.7,0.4,Operaciones,8,5.8,No
33,46,Mujer,Sí,18,8,23.2,1.1,Ventas,5,2.7,Sí
24,34,Hombre,Sí,17,5,6.4,12.1,IT,4,5.3,No
32,39,Hombre,Sí,25,7,24.5,0.1,Ventas,2,2.0,No
19,54,Hombre,Sí,23,7,1.6,5.3,Ventas,7,2.4,Sí
29,37,Hombre,Sí,3,5,10.3,2.4,IT,5,1.8,No
28,63,Hombre,Sí,7,8,13.4,5.6,Ventas,3,3.9,No
27,65,Hombre,Sí,16,9,9.1,4.4,Operaciones,9,0.5,No
19,23,Hombre,Sí,30,4,7.5,1.3,Operaciones,9,3.6,No
19,56,Mujer,Sí,4,4,6.7,9.4,IT,10,5.9,No
25,63,Mujer,Sí,12,8,15.8,3.4,Marketing,8,0.4,No
26,55,No binario,Sí,24,1,13.8,8.6,IT,1,8.6,Sí
26,51,Hombre,No,0,4,1.0,2.6,RRHH,3,0.5,Sí
30,34,Mujer,No,26,6,15.1,20.9,Marketing,2,5.5,Sí
27,34,Mujer,Sí,12,4,4.3,7.4,Ventas,4,2.1,Sí
29,39,Mujer,No,3,6,2.3,16.9,RRHH,2,5.7,No
29,53,Hombre,Sí,21,5,16.3,3.6,Marketing,8,2.5,No
34,53,Mujer,Sí,25,9,4.5,3.2,IT,1,4.9,No
31,56,Hombre,Sí,23,10,13.2,7.0,Operaciones,4,2.4,No
28,60,Hombre,No,13,9,2.4,10.6,Operaciones,5,1.6,No
18,50,Mujer,No,2,4,0.0,16.6,IT,10,1.6,No
20,50,Mujer,Sí,4,4,5.5,2.0,Marketing,4,5.0,No
24,65,Hombre,Sí,6,8,0.8,8.0,Operaciones,8,2.4,Sí
35,37,Mujer,No,0,10,11.2,1.2,IT,2,4.9,Sí
23,65,Mujer,Sí,30,4,2.6,3.9,IT,9,5.3,No
21,31,Mujer,Sí,22,2,4.7,1.0,Ventas,2,5.3,No
26,51,Mujer,No,28,2,0.7,2.1,Operaciones,2,1.8,No
21,46,Hombre,No,11,1,2.7,13.4,Marketing,2,2.1,No
25,60,No binario,No,10,5,12.2,0.8,Ventas,10,5.3,No
22,41,Mujer,No,23,6,1.3,5.0,Operaciones,8,0.7,Sí
30,26,Hombre,Sí,7,9,8.3,4.5,Marketing,3,5.1,No
21,22,Mujer,Sí,24,5,20.0,0.6,Operaciones,10,7.1,Sí
27,51,Mujer,No,5,6,9.1,2.0,Ventas,10,2.5,No
24,24,Mujer,Sí,27,6,13.3,4.1,IT,8,7.6,No
26,35,Mujer,No,21,3,0.9,1.0,Marketing,7,3.8,Sí
17,51,Mujer,No,1,4,2.3,8.1,IT,10,4.8,No
25,25,Mujer,No,18,1,18.0,17.9,Marketing,4,3.0,No
23,39,Mujer,Sí,19,4,10.0,1.2,RRHH,7,2.0,No
20,58,Mujer,No,19,1,8.2,1.0,IT,8,3.9,Sí
26,46,Hombre,No,23,5,8.7,3.0,RRHH,6,2.2,No
28,22,Mujer,No,13,8,4.3,6.9,Ventas,6,5.7,Sí
31,36,Hombre,Sí,0,8,0.4,1.7,IT,3,2.4,No
24,30,Mujer,Sí,9,5,12.3,0.1,Ventas,5,4.1,No
29,36,Mujer,Sí,15,10,9.1,3.9,IT,10,3.7,Sí
25,45,Mujer,Sí,29,2,5.1,15.7,IT,2,0.1,No
30,25,Mujer,Sí,3,6,18.4,2.5,RRHH,5,4.3,Sí
19,33,Mujer,No,26,1,3.3,2.7,Marketing,5,5.9,No
30,58,Hombre,No,27,7,2.8,17.4,IT,7,0.7,Sí
29,58,Mujer,Sí,28,4,16.5,5.9,Marketing,4,3.6,No
26,64,Hombre,No,10,5,12.8,6.4,Ventas,6,4.5,Sí
20,27,Hombre,Sí,15,6,5.8,4.1,Ventas,9,3.6,No
19,60,Hombre,No,26,1,1.1,18.4,Marketing,4,2.7,No
29,45,Mujer,No,19,9,1.9,5.8,Marketing,6,2.5,No
27,32,Mujer,No,0,10,8.5,11.3,RRHH,9,1.0,No
23,34,Mujer,No,15,4,3.9,6.0,IT,10,1.9,No
35,55,Hombre,Sí,18,8,14.5,6.6,Marketing,1,10.0,No
35,46,Mujer,Sí,20,5,24.0,1.7,Marketing,8,5.1,No
31,28,Hombre,No,21,8,13.1,1.8,Operaciones,1,2.7,No
22,25,Hombre,No,8,1,3.8,7.6,Ventas,4,2.1,No
31,29,Mujer,Sí,8,8,12.4,1.8,IT,3,7.3,No
24,41,Hombre,Sí,8,4,3.5,4.1,Marketing,4,2.0,No
24,50,Hombre,No,26,2,1.5,1.4,Operaciones,7,6.2,No
22,31,Hombre,Sí,16,6,0.3,8.5,Ventas,9,0.8,Sí
20,64,Hombre,No,11,2,3.9,0.6,IT,9,2.9,No
27,55,Hombre,No,24,5,18.7,8.8,IT,10,7.8,No
19,47,Hombre,Sí,12,2,2.2,4.6,IT,1,2.0,No
19,62,Mujer,Sí,7,3,1.9,1.0,Ventas,10,1.5,No
26,24,Mujer,No,15,6,28.0,3.9,Ventas,1,3.1,No
19,27,Mujer,No,17,1,0.2,1.7,IT,9,6.6,Sí
28,26,No binario,No,28,6,12.3,2.0,IT,4,6.6,No
21,26,Hombre,Sí,26,3,3.1,2.2,Ventas,3,2.7,No
20,44,Mujer,Sí,0,7,0.3,0.3,IT,9,2.6,No
31,30,No binario,No,0,2,20.0,21.3,Ventas,5,5.9,No
29,56,Hombre,No,11,6,1.2,0.2,Operaciones,6,5.6,Sí
32,41,Mujer,Sí,5,8,6.4,5.4,IT,1,4.5,Sí
26,63,Hombre,No,8,1,2.6,2.3,RRHH,1,1.1,No
31,56,Hombre,Sí,22,9,0.5,5.2,IT,7,6.9,No
18,39,Hombre,Sí,4,5,0.4,2.2,Operaciones,10,6.1,No
18,38,Mujer,Sí,26,5,1.0,5.6,IT,8,0.9,No
23,45,Mujer,Sí,15,5,0.6,6.5,IT,8,5.1,No
16,24,Mujer,No,17,6,11.4,5.9,IT,7,7.5,No
20,53,Hombre,No,16,2,5.3,0.6,Marketing,9,1.8,No
26,56,Hombre,No,17,6,3.4,5.3,IT,1,1.6,No
22,59,Hombre,No,0,4,4.3,1.6,IT,2,0.3,No
28,34,Hombre,Sí,18,8,21.2,0.1,Ventas,3,3.3,No
33,46,Mujer,Sí,21,9,19.3,2.7,Marketing,5,3.6,Sí
28,30,Hombre,Sí,28,9,10.1,2.8,IT,4,6.8,No
34,25,Mujer,Sí,7,8,17.3,3.1,Ventas,4,3.3,No
22,35,Mujer,No,2,3,3.1,6.1,IT,8,2.6,No
26,58,Hombre,No,25,10,3.8,1.8,IT,8,3.7,Sí
27,55,Mujer,No,24,4,7.6,1.9,RRHH,7,2.6,Sí
25,32,Hombre,Sí,25,1,7.8,0.3,Ventas,1,5.2,No
22,62,Hombre,Sí,4,9,5.3,5.8,IT,10,2.0,No
24,24,Hombre,No,22,5,4.1,4.2,RRHH,4,0.5,No
37,49,Mujer,Sí,7,6,30.0,2.1,Marketing,1,4.4,No
28,50,Hombre,No,18,3,13.8,6.1,IT,5,2.5,Sí
29,30,Mujer,No,17,10,4.6,3.9,RRHH,3,0.2,No
28,24,Mujer,Sí,17,8,10.4,3.2,IT,3,2.9,No
25,46,Hombre,No,20,7,2.5,3.6,IT,4,4.2,No
24,55,Mujer,No,30,1,0.8,5.1,Operaciones,2,8.0,No
26,33,Mujer,Sí,0,10,3.5,5.4,Operaciones,7,6.5,Sí
23,63,Hombre,No,14,5,4.1,1.7,IT,4,6.1,No
27,30,Hombre,Sí,17,10,0.1,0.8,Ventas,5,1.5,No
33,36,Mujer,Sí,28,9,13.5,0.9,IT,2,5.3,Sí
24,61,Hombre,No,24,6,3.6,5.1,Ventas,6,1.4,No
23,46,Mujer,No,6,8,6.9,10.3,Ventas,9,4.3,No
